full_name,Position,TEAM,GP,MIN,PTS,FG_PCT,FG3_PCT,FT_PCT,AST,BLK,STL,REB,TOV,Salary,DREB,FG3A,FG3M,FGA,FGM,FTA,FTM,GS,LEAGUE_ID,OREB,ORGANIZATION_ID,PF,PLAYER_AGE,PLAYER_ID,SCHOOL_NAME,SEASON_ID,TEAM_ID,Team_ID,id,first_name,last_name,is_active,PlayerID,Status,TeamID,Team,Jersey,PositionCategory,FirstName,LastName,Height,Weight,BirthDate,BirthCity,BirthState,BirthCountry,HighSchool,College,PhotoUrl,Experience,SportRadarPlayerID,RotoworldPlayerID,RotoWirePlayerID,FantasyAlarmPlayerID,StatsPlayerID,SportsDirectPlayerID,XmlTeamPlayerID,InjuryStatus,InjuryBodyPart,InjuryStartDate,InjuryNotes,FanDuelPlayerID,DraftKingsPlayerID,YahooPlayerID,FanDuelName,DraftKingsName,YahooName,DepthChartPosition,DepthChartOrder,GlobalTeamID,FantasyDraftName,FantasyDraftPlayerID,UsaTodayPlayerID,UsaTodayHeadshotUrl,UsaTodayHeadshotNoBackgroundUrl,UsaTodayHeadshotUpdated,UsaTodayHeadshotNoBackgroundUpdated,NbaDotComPlayerID
Jarrett Culver,PG,MIN,63,1506,580,0.404,0.299,0.462,110,38,57,212,81,5813640,142,221,66,569,230,117,54,35,0,70,,125,21,1629633,,2019-20,1610612750,,1629633,Jarrett,Culver,TRUE,20002273,Active,16,MIN,23,G,Jarrett,Culver,78,195,,,,,,Texas Tech,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002273.png,0,48a26195-2be6-4c2d-ba55-81c8126e9774,3121,4813,201272,1078671,781357,,Scrambled,Scrambled,,Scrambled,110333,1078671,6168,Jarrett Culver,Jarrett Culver,Jarrett Culver,SG,1,20000016,Jarrett Culver,1078671,4586770,http://cdn.usatsimg.com/api/download/?imageID=13477268,http://cdn.usatsimg.com/api/download/?imageID=13514768,2019-10-09T17:16:12,2019-10-14T09:55:17,1629633
Jarrett Culver,PG,MIN,63,1506,580,0.404,0.299,0.462,110,38,57,212,81,5813640,142,221,66,569,230,117,54,35,0,70,,125,21,1629633,,2019-20,1610612750,,1629633,Jarrett,Culver,TRUE,20002273,Active,16,MIN,23,G,Jarrett,Culver,78,195,,,,,,Texas Tech,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002273.png,0,48a26195-2be6-4c2d-ba55-81c8126e9774,3121,4813,201272,1078671,781357,,Scrambled,Scrambled,,Scrambled,110333,1078671,6168,Jarrett Culver,Jarrett Culver,Jarrett Culver,SG,1,20000016,Jarrett Culver,1078671,4586770,http://cdn.usatsimg.com/api/download/?imageID=13477268,http://cdn.usatsimg.com/api/download/?imageID=13514768,2019-10-09T17:16:12,2019-10-14T09:55:17,1629633
Seth Curry,SG,DAL,59,1448,742,0.5,0.453,0.841,119,8,36,139,60,7461380,113,300,136,532,266,88,74,20,0,26,,101,29,203552,,2019-20,1610612742,,203552,Seth,Curry,TRUE,20000933,Active,25,DAL,30,G,Seth,Curry,74,185,1990-08-23T00:00:00,Charlotte,North Carolina,,,Duke,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000933.png,4,047d0b63-4142-46e9-8f04-a61622ae2375,2242,3498,200471,463135,740583,3345,Scrambled,Scrambled,2020-03-11T00:00:00,Scrambled,15583,463135,5245,Seth Curry,Seth Curry,Seth Curry,SG,0,20000025,Seth Curry,463135,4587140,http://cdn.usatsimg.com/api/download/?imageID=13477425,http://cdn.usatsimg.com/api/download/?imageID=13514674,2019-10-09T17:16:12,2019-10-14T09:52:31,203552
Seth Curry,SG,DAL,59,1448,742,0.5,0.453,0.841,119,8,36,139,60,7461380,113,300,136,532,266,88,74,20,0,26,,101,29,203552,,2019-20,1610612742,,203552,Seth,Curry,TRUE,20000933,Active,25,DAL,30,G,Seth,Curry,74,185,1990-08-23T00:00:00,Charlotte,North Carolina,,,Duke,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000933.png,4,047d0b63-4142-46e9-8f04-a61622ae2375,2242,3498,200471,463135,740583,3345,Scrambled,Scrambled,2020-03-11T00:00:00,Scrambled,15583,463135,5245,Seth Curry,Seth Curry,Seth Curry,SG,0,20000025,Seth Curry,463135,4587140,http://cdn.usatsimg.com/api/download/?imageID=13477425,http://cdn.usatsimg.com/api/download/?imageID=13514674,2019-10-09T17:16:12,2019-10-14T09:52:31,203552
Stephen Curry,PG,GSW,5,139,104,0.402,0.245,1,33,2,5,26,16,40231758,22,49,12,82,33,26,26,5,0,4,,11,32,201939,,2019-20,1610612744,,201939,Stephen,Curry,TRUE,20000485,Active,26,GS,30,G,Stephen,Curry,75,185,1988-03-14T00:00:00,Akron,Ohio,,,Davidson,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000485.png,9,8ec91366-faea-4196-bbfd-b8fab7434795,1611,3014,200523,338365,733822,1942,Scrambled,Scrambled,2020-03-11T00:00:00,Scrambled,9524,338365,4612,Stephen Curry,Stephen Curry,Stephen Curry,PG,0,20000026,Stephen Curry,338365,4587381,http://cdn.usatsimg.com/api/download/?imageID=13714997,http://cdn.usatsimg.com/api/download/?imageID=13714988,2019-11-26T10:27:30,2019-11-26T10:27:20,201939
Stephen Curry,PG,GSW,5,139,104,0.402,0.245,1,33,2,5,26,16,40231758,22,49,12,82,33,26,26,5,0,4,,11,32,201939,,2019-20,1610612744,,201939,Stephen,Curry,TRUE,20000485,Active,26,GS,30,G,Stephen,Curry,75,185,1988-03-14T00:00:00,Akron,Ohio,,,Davidson,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000485.png,9,8ec91366-faea-4196-bbfd-b8fab7434795,1611,3014,200523,338365,733822,1942,Scrambled,Scrambled,2020-03-11T00:00:00,Scrambled,9524,338365,4612,Stephen Curry,Stephen Curry,Stephen Curry,PG,0,20000026,Stephen Curry,338365,4587381,http://cdn.usatsimg.com/api/download/?imageID=13714997,http://cdn.usatsimg.com/api/download/?imageID=13714988,2019-11-26T10:27:30,2019-11-26T10:27:20,201939
Troy Daniels,SG,LAL,41,456,174,0.392,0.357,0.625,14,3,8,46,9,384541,34,112,40,158,62,16,10,0,0,12,,30,28,203584,,2019-20,1610612747,,203584,Troy,Daniels,TRUE,20000698,Active,20,DEN,30,G,Troy,Daniels,76,205,1991-07-15T00:00:00,Roanoke,Virginia,,,Virginia Commonwealth,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000698.png,5,562677c1-2a13-4934-a801-a6c88c619e83,2276,3562,200401,513526,744519,2607,Scrambled,Scrambled,,Scrambled,20805,513526,5282,Troy Daniels,Troy Daniels,Troy Daniels,SG,1,20000020,Troy Daniels,513526,4586831,http://cdn.usatsimg.com/api/download/?imageID=8331280,http://cdn.usatsimg.com/api/download/?imageID=13514998,2015-01-15T22:56:19,2019-10-14T10:04:34,203584
Troy Daniels,SG,DEN,1,1,0,0,0,0,0,0,0,0,0,384541,0,1,0,1,0,0,0,0,0,0,,0,28,203584,,2019-20,1610612743,,203584,Troy,Daniels,TRUE,20000698,Active,20,DEN,30,G,Troy,Daniels,76,205,1991-07-15T00:00:00,Roanoke,Virginia,,,Virginia Commonwealth,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000698.png,5,562677c1-2a13-4934-a801-a6c88c619e83,2276,3562,200401,513526,744519,2607,Scrambled,Scrambled,,Scrambled,20805,513526,5282,Troy Daniels,Troy Daniels,Troy Daniels,SG,1,20000020,Troy Daniels,513526,4586831,http://cdn.usatsimg.com/api/download/?imageID=8331280,http://cdn.usatsimg.com/api/download/?imageID=13514998,2015-01-15T22:56:19,2019-10-14T10:04:34,203584
Troy Daniels,SG,TOT,42,457,174,0.39,0.354,0.625,14,3,8,46,9,384541,34,113,40,159,62,16,10,0,0,12,,30,28,203584,,2019-20,0,,203584,Troy,Daniels,TRUE,20000698,Active,20,DEN,30,G,Troy,Daniels,76,205,1991-07-15T00:00:00,Roanoke,Virginia,,,Virginia Commonwealth,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000698.png,5,562677c1-2a13-4934-a801-a6c88c619e83,2276,3562,200401,513526,744519,2607,Scrambled,Scrambled,,Scrambled,20805,513526,5282,Troy Daniels,Troy Daniels,Troy Daniels,SG,1,20000020,Troy Daniels,513526,4586831,http://cdn.usatsimg.com/api/download/?imageID=8331280,http://cdn.usatsimg.com/api/download/?imageID=13514998,2015-01-15T22:56:19,2019-10-14T10:04:34,203584
Troy Daniels,SG,LAL,41,456,174,0.392,0.357,0.625,14,3,8,46,9,384541,34,112,40,158,62,16,10,0,0,12,,30,28,203584,,2019-20,1610612747,,203584,Troy,Daniels,TRUE,20000698,Active,20,DEN,30,G,Troy,Daniels,76,205,1991-07-15T00:00:00,Roanoke,Virginia,,,Virginia Commonwealth,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000698.png,5,562677c1-2a13-4934-a801-a6c88c619e83,2276,3562,200401,513526,744519,2607,Scrambled,Scrambled,,Scrambled,20805,513526,5282,Troy Daniels,Troy Daniels,Troy Daniels,SG,1,20000020,Troy Daniels,513526,4586831,http://cdn.usatsimg.com/api/download/?imageID=8331280,http://cdn.usatsimg.com/api/download/?imageID=13514998,2015-01-15T22:56:19,2019-10-14T10:04:34,203584
Troy Daniels,SG,DEN,1,1,0,0,0,0,0,0,0,0,0,384541,0,1,0,1,0,0,0,0,0,0,,0,28,203584,,2019-20,1610612743,,203584,Troy,Daniels,TRUE,20000698,Active,20,DEN,30,G,Troy,Daniels,76,205,1991-07-15T00:00:00,Roanoke,Virginia,,,Virginia Commonwealth,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000698.png,5,562677c1-2a13-4934-a801-a6c88c619e83,2276,3562,200401,513526,744519,2607,Scrambled,Scrambled,,Scrambled,20805,513526,5282,Troy Daniels,Troy Daniels,Troy Daniels,SG,1,20000020,Troy Daniels,513526,4586831,http://cdn.usatsimg.com/api/download/?imageID=8331280,http://cdn.usatsimg.com/api/download/?imageID=13514998,2015-01-15T22:56:19,2019-10-14T10:04:34,203584
Troy Daniels,SG,TOT,42,457,174,0.39,0.354,0.625,14,3,8,46,9,384541,34,113,40,159,62,16,10,0,0,12,,30,28,203584,,2019-20,0,,203584,Troy,Daniels,TRUE,20000698,Active,20,DEN,30,G,Troy,Daniels,76,205,1991-07-15T00:00:00,Roanoke,Virginia,,,Virginia Commonwealth,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000698.png,5,562677c1-2a13-4934-a801-a6c88c619e83,2276,3562,200401,513526,744519,2607,Scrambled,Scrambled,,Scrambled,20805,513526,5282,Troy Daniels,Troy Daniels,Troy Daniels,SG,1,20000020,Troy Daniels,513526,4586831,http://cdn.usatsimg.com/api/download/?imageID=8331280,http://cdn.usatsimg.com/api/download/?imageID=13514998,2015-01-15T22:56:19,2019-10-14T10:04:34,203584
Anthony Davis,PF,LAL,55,1889,1467,0.511,0.335,0.845,172,134,82,517,135,27093018,393,194,65,994,508,457,386,55,0,124,,138,27,203076,,2019-20,1610612747,,203076,Anthony,Davis,TRUE,20000468,Active,27,LAL,3,F,Anthony,Davis,82,253,1993-03-11T00:00:00,Chicago,Illinois,,,Kentucky,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000468.png,6,ea8826b8-1f76-4eab-b61e-ffcb176880f3,1967,3297,200349,603096,750979,3407,Scrambled,Scrambled,2020-03-11T00:00:00,Scrambled,15755,603096,5007,Anthony Davis,Anthony Davis,Anthony Davis,PF,0,20000027,Anthony Davis,603096,4587338,http://cdn.usatsimg.com/api/download/?imageID=13714793,http://cdn.usatsimg.com/api/download/?imageID=13714786,2019-11-26T10:22:24,2019-11-26T10:22:15,203076
Anthony Davis,PF,LAL,55,1889,1467,0.511,0.335,0.845,172,134,82,517,135,27093018,393,194,65,994,508,457,386,55,0,124,,138,27,203076,,2019-20,1610612747,,203076,Anthony,Davis,TRUE,20000468,Active,27,LAL,3,F,Anthony,Davis,82,253,1993-03-11T00:00:00,Chicago,Illinois,,,Kentucky,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000468.png,6,ea8826b8-1f76-4eab-b61e-ffcb176880f3,1967,3297,200349,603096,750979,3407,Scrambled,Scrambled,2020-03-11T00:00:00,Scrambled,15755,603096,5007,Anthony Davis,Anthony Davis,Anthony Davis,PF,0,20000027,Anthony Davis,603096,4587338,http://cdn.usatsimg.com/api/download/?imageID=13714793,http://cdn.usatsimg.com/api/download/?imageID=13714786,2019-11-26T10:22:24,2019-11-26T10:22:15,203076
Anthony Davis,PF,LBN,1,20,20,0.563,0.167,0.5,1,3,3,9,1,27093018,7,6,1,16,9,2,1,1,0,2,,3,27,203076,,2019-20,1610616834,,203076,Anthony,Davis,TRUE,20000468,Active,27,LAL,3,F,Anthony,Davis,82,253,1993-03-11T00:00:00,Chicago,Illinois,,,Kentucky,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000468.png,6,ea8826b8-1f76-4eab-b61e-ffcb176880f3,1967,3297,200349,603096,750979,3407,Scrambled,Scrambled,2020-03-11T00:00:00,Scrambled,15755,603096,5007,Anthony Davis,Anthony Davis,Anthony Davis,PF,0,20000027,Anthony Davis,603096,4587338,http://cdn.usatsimg.com/api/download/?imageID=13714793,http://cdn.usatsimg.com/api/download/?imageID=13714786,2019-11-26T10:22:24,2019-11-26T10:22:15,203076
Ed Davis,PF,UTA,25,268,33,0.412,0,0.455,8,9,10,95,13,4767000,66,0,0,34,14,11,5,0,0,29,,55,30,202334,,2019-20,1610612762,,202334,Ed,Davis,TRUE,20000707,Active,17,UTA,17,F,Ed,Davis,81,218,1989-06-05T00:00:00,Washington,District of Columbia,,,North Carolina,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000707.png,8,9dbc15ee-deec-4c8c-86e9-71396ff80ef8,1723,3111,200316,462458,740144,2841,Scrambled,Scrambled,,Scrambled,12365,462458,4728,Ed Davis,Ed Davis,Ed Davis,SF,1,20000017,Ed Davis,462458,4586718,http://cdn.usatsimg.com/api/download/?imageID=13477234,http://cdn.usatsimg.com/api/download/?imageID=13514625,2019-10-09T17:16:12,2019-10-14T09:50:44,202334
Ed Davis,PF,UTA,25,268,33,0.412,0,0.455,8,9,10,95,13,4767000,66,0,0,34,14,11,5,0,0,29,,55,30,202334,,2019-20,1610612762,,202334,Ed,Davis,TRUE,20000707,Active,17,UTA,17,F,Ed,Davis,81,218,1989-06-05T00:00:00,Washington,District of Columbia,,,North Carolina,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000707.png,8,9dbc15ee-deec-4c8c-86e9-71396ff80ef8,1723,3111,200316,462458,740144,2841,Scrambled,Scrambled,,Scrambled,12365,462458,4728,Ed Davis,Ed Davis,Ed Davis,SF,1,20000017,Ed Davis,462458,4586718,http://cdn.usatsimg.com/api/download/?imageID=13477234,http://cdn.usatsimg.com/api/download/?imageID=13514625,2019-10-09T17:16:12,2019-10-14T09:50:44,202334
Terence Davis,PF,TOR,64,1087,495,0.463,0.396,0.865,107,12,32,217,65,898310,171,222,88,391,181,52,45,2,0,46,,104,22,1629056,,2019-20,1610612761,,1629056,Terence,Davis,TRUE,20002493,Active,10,TOR,0,F,Terence,Davis,76,201,,,,,,Ole Miss,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002493.png,0,5054a7a7-7fc2-40fa-867e-486c3ff6de03,3190,4842,201328,886404,767211,,Scrambled,Scrambled,,Scrambled,116340,886404,6280,Terence Davis,Terence Davis,Terence Davis,PF,1,20000010,Terence Davis,886404,4588037,http://cdn.usatsimg.com/api/download/?imageID=13964021,,2020-01-27T13:59:45,,1629056
Terence Davis,PF,TOR,64,1087,495,0.463,0.396,0.865,107,12,32,217,65,898310,171,222,88,391,181,52,45,2,0,46,,104,22,1629056,,2019-20,1610612761,,1629056,Terence,Davis,TRUE,20002493,Active,10,TOR,0,F,Terence,Davis,76,201,,,,,,Ole Miss,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002493.png,0,5054a7a7-7fc2-40fa-867e-486c3ff6de03,3190,4842,201328,886404,767211,,Scrambled,Scrambled,,Scrambled,116340,886404,6280,Terence Davis,Terence Davis,Terence Davis,PF,1,20000010,Terence Davis,886404,4588037,http://cdn.usatsimg.com/api/download/?imageID=13964021,,2020-01-27T13:59:45,,1629056
DeMar DeRozan,SG,SAS,61,2091,1352,0.526,0.267,0.843,340,14,62,344,147,27739975,305,30,8,956,503,401,338,61,0,39,,164,30,201942,,2019-20,1610612759,,201942,DeMar,DeRozan,TRUE,20000456,Active,24,SA,10,G,DeMar,DeRozan,78,220,1989-08-07T00:00:00,Compton,California,,,USC,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000456.png,9,5e86a9c3-b4d0-4fe1-a551-acd83e5d60eb,1610,3019,200407,457594,740142,2064,Scrambled,Scrambled,,Scrambled,9714,457594,4614,DeMar DeRozan,DeMar DeRozan,DeMar DeRozan,SF,0,20000024,DeMar DeRozan,457594,4587060,http://cdn.usatsimg.com/api/download/?imageID=13477339,http://cdn.usatsimg.com/api/download/?imageID=13514901,2019-10-09T17:16:12,2019-10-14T10:00:32,201942
DeMar DeRozan,SG,SAS,61,2091,1352,0.526,0.267,0.843,340,14,62,344,147,27739975,305,30,8,956,503,401,338,61,0,39,,164,30,201942,,2019-20,1610612759,,201942,DeMar,DeRozan,TRUE,20000456,Active,24,SA,10,G,DeMar,DeRozan,78,220,1989-08-07T00:00:00,Compton,California,,,USC,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000456.png,9,5e86a9c3-b4d0-4fe1-a551-acd83e5d60eb,1610,3019,200407,457594,740142,2064,Scrambled,Scrambled,,Scrambled,9714,457594,4614,DeMar DeRozan,DeMar DeRozan,DeMar DeRozan,SF,0,20000024,DeMar DeRozan,457594,4587060,http://cdn.usatsimg.com/api/download/?imageID=13477339,http://cdn.usatsimg.com/api/download/?imageID=13514901,2019-10-09T17:16:12,2019-10-14T10:00:32,201942
Dewayne Dedmon,C,SAC,34,541,175,0.404,0.197,0.821,15,26,15,167,47,13333333,121,71,14,171,69,28,23,10,0,46,,93,30,203473,,2019-20,1610612758,,203473,Dewayne,Dedmon,TRUE,20000684,Active,3,ATL,14,C,Dewayne,Dedmon,84,245,1989-08-12T00:00:00,Lancaster,California,,,USC,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000684.png,5,b8a77045-a325-4ac1-ad9c-d065ec1f41a4,2253,3486,200103,606642,750727,3569,Scrambled,Scrambled,,Scrambled,16301,606642,5256,Dewayne Dedmon,Dewayne Dedmon,Dewayne Dedmon,C,1,20000003,Dewayne Dedmon,606642,4587594,http://cdn.usatsimg.com/api/download/?imageID=11568313,http://cdn.usatsimg.com/api/download/?imageID=10370477,2018-11-01T12:27:45,2017-10-26T17:52:28,203473
Dewayne Dedmon,C,ATL,10,233,81,0.393,0.222,0.875,7,15,10,82,10,13333333,68,36,8,84,33,8,7,8,0,14,,40,30,203473,,2019-20,1610612737,,203473,Dewayne,Dedmon,TRUE,20000684,Active,3,ATL,14,C,Dewayne,Dedmon,84,245,1989-08-12T00:00:00,Lancaster,California,,,USC,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000684.png,5,b8a77045-a325-4ac1-ad9c-d065ec1f41a4,2253,3486,200103,606642,750727,3569,Scrambled,Scrambled,,Scrambled,16301,606642,5256,Dewayne Dedmon,Dewayne Dedmon,Dewayne Dedmon,C,1,20000003,Dewayne Dedmon,606642,4587594,http://cdn.usatsimg.com/api/download/?imageID=11568313,http://cdn.usatsimg.com/api/download/?imageID=10370477,2018-11-01T12:27:45,2017-10-26T17:52:28,203473
Dewayne Dedmon,C,TOT,44,774,256,0.4,0.206,0.833,22,41,25,249,57,13333333,189,107,22,255,102,36,30,18,0,60,,133,30,203473,,2019-20,0,,203473,Dewayne,Dedmon,TRUE,20000684,Active,3,ATL,14,C,Dewayne,Dedmon,84,245,1989-08-12T00:00:00,Lancaster,California,,,USC,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000684.png,5,b8a77045-a325-4ac1-ad9c-d065ec1f41a4,2253,3486,200103,606642,750727,3569,Scrambled,Scrambled,,Scrambled,16301,606642,5256,Dewayne Dedmon,Dewayne Dedmon,Dewayne Dedmon,C,1,20000003,Dewayne Dedmon,606642,4587594,http://cdn.usatsimg.com/api/download/?imageID=11568313,http://cdn.usatsimg.com/api/download/?imageID=10370477,2018-11-01T12:27:45,2017-10-26T17:52:28,203473
Dewayne Dedmon,C,SAC,34,541,175,0.404,0.197,0.821,15,26,15,167,47,13333333,121,71,14,171,69,28,23,10,0,46,,93,30,203473,,2019-20,1610612758,,203473,Dewayne,Dedmon,TRUE,20000684,Active,3,ATL,14,C,Dewayne,Dedmon,84,245,1989-08-12T00:00:00,Lancaster,California,,,USC,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000684.png,5,b8a77045-a325-4ac1-ad9c-d065ec1f41a4,2253,3486,200103,606642,750727,3569,Scrambled,Scrambled,,Scrambled,16301,606642,5256,Dewayne Dedmon,Dewayne Dedmon,Dewayne Dedmon,C,1,20000003,Dewayne Dedmon,606642,4587594,http://cdn.usatsimg.com/api/download/?imageID=11568313,http://cdn.usatsimg.com/api/download/?imageID=10370477,2018-11-01T12:27:45,2017-10-26T17:52:28,203473
Dewayne Dedmon,C,ATL,10,233,81,0.393,0.222,0.875,7,15,10,82,10,13333333,68,36,8,84,33,8,7,8,0,14,,40,30,203473,,2019-20,1610612737,,203473,Dewayne,Dedmon,TRUE,20000684,Active,3,ATL,14,C,Dewayne,Dedmon,84,245,1989-08-12T00:00:00,Lancaster,California,,,USC,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000684.png,5,b8a77045-a325-4ac1-ad9c-d065ec1f41a4,2253,3486,200103,606642,750727,3569,Scrambled,Scrambled,,Scrambled,16301,606642,5256,Dewayne Dedmon,Dewayne Dedmon,Dewayne Dedmon,C,1,20000003,Dewayne Dedmon,606642,4587594,http://cdn.usatsimg.com/api/download/?imageID=11568313,http://cdn.usatsimg.com/api/download/?imageID=10370477,2018-11-01T12:27:45,2017-10-26T17:52:28,203473
Dewayne Dedmon,C,TOT,44,774,256,0.4,0.206,0.833,22,41,25,249,57,13333333,189,107,22,255,102,36,30,18,0,60,,133,30,203473,,2019-20,0,,203473,Dewayne,Dedmon,TRUE,20000684,Active,3,ATL,14,C,Dewayne,Dedmon,84,245,1989-08-12T00:00:00,Lancaster,California,,,USC,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000684.png,5,b8a77045-a325-4ac1-ad9c-d065ec1f41a4,2253,3486,200103,606642,750727,3569,Scrambled,Scrambled,,Scrambled,16301,606642,5256,Dewayne Dedmon,Dewayne Dedmon,Dewayne Dedmon,C,1,20000003,Dewayne Dedmon,606642,4587594,http://cdn.usatsimg.com/api/download/?imageID=11568313,http://cdn.usatsimg.com/api/download/?imageID=10370477,2018-11-01T12:27:45,2017-10-26T17:52:28,203473
Matthew Dellavedova,PG,CLE,57,821,177,0.354,0.231,0.865,180,2,20,75,59,9607500,57,91,21,175,62,37,32,4,0,18,,78,29,203521,,2019-20,1610612739,,203521,Matthew,Dellavedova,TRUE,20000579,Active,12,CLE,18,G,Matthew,Dellavedova,75,200,1990-09-08T00:00:00,Maryborough,Australia,,,Saint Mary&#x27;s,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000579.png,5,ef58422e-c7df-4432-8497-0cbb31e90c32,2243,3508,200454,531447,745413,,Scrambled,Scrambled,,Scrambled,20064,531447,5249,Matthew Dellavedova,Matthew Dellavedova,Matthew Dellavedova,SG,1,20000012,Matthew Dellavedova,531447,4587859,http://cdn.usatsimg.com/api/download/?imageID=13477361,http://cdn.usatsimg.com/api/download/?imageID=13514822,2019-10-09T17:16:12,2019-10-14T09:57:19,203521
Matthew Dellavedova,PG,CLE,57,821,177,0.354,0.231,0.865,180,2,20,75,59,9607500,57,91,21,175,62,37,32,4,0,18,,78,29,203521,,2019-20,1610612739,,203521,Matthew,Dellavedova,TRUE,20000579,Active,12,CLE,18,G,Matthew,Dellavedova,75,200,1990-09-08T00:00:00,Maryborough,Australia,,,Saint Mary&#x27;s,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000579.png,5,ef58422e-c7df-4432-8497-0cbb31e90c32,2243,3508,200454,531447,745413,,Scrambled,Scrambled,,Scrambled,20064,531447,5249,Matthew Dellavedova,Matthew Dellavedova,Matthew Dellavedova,SG,1,20000012,Matthew Dellavedova,531447,4587859,http://cdn.usatsimg.com/api/download/?imageID=13477361,http://cdn.usatsimg.com/api/download/?imageID=13514822,2019-10-09T17:16:12,2019-10-14T09:57:19,203521
Donte DiVincenzo,SG,MIL,59,1362,554,0.462,0.344,0.769,136,18,80,289,72,2905800,230,221,76,452,209,78,60,22,0,59,,97,23,1628978,,2019-20,1610612749,,1628978,Donte,DiVincenzo,TRUE,20001987,Active,15,MIL,0,G,Donte,Divincenzo,76,203,1997-01-31T00:00:00,,,,,Villanova,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001987.png,0,9cfad453-b323-43dc-a066-6cd0a21745ad,2935,4439,201087,887915,767288,,Scrambled,Scrambled,,Scrambled,84681,887915,6028,Donte DiVincenzo,Donte DiVincenzo,Donte DiVincenzo,SG,1,20000015,Donte DiVincenzo,887915,4587754,http://cdn.usatsimg.com/api/download/?imageID=11575930,http://cdn.usatsimg.com/api/download/?imageID=11993953,2018-11-02T15:17:14,2019-01-14T09:59:17,1628978
Donte DiVincenzo,SG,MIL,59,1362,554,0.462,0.344,0.769,136,18,80,289,72,2905800,230,221,76,452,209,78,60,22,0,59,,97,23,1628978,,2019-20,1610612749,,1628978,Donte,DiVincenzo,TRUE,20001987,Active,15,MIL,0,G,Donte,Divincenzo,76,203,1997-01-31T00:00:00,,,,,Villanova,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001987.png,0,9cfad453-b323-43dc-a066-6cd0a21745ad,2935,4439,201087,887915,767288,,Scrambled,Scrambled,,Scrambled,84681,887915,6028,Donte DiVincenzo,Donte DiVincenzo,Donte DiVincenzo,SG,1,20000015,Donte DiVincenzo,887915,4587754,http://cdn.usatsimg.com/api/download/?imageID=11575930,http://cdn.usatsimg.com/api/download/?imageID=11993953,2018-11-02T15:17:14,2019-01-14T09:59:17,1628978
