,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GP,GS,LEAGUE_ID,MIN,OREB,ORGANIZATION_ID,PF,PLAYER_AGE,PLAYER_ID,PTS,RANK_AST,RANK_BLK,RANK_DREB,RANK_EFF,RANK_FG3A,RANK_FG3M,RANK_FG3_PCT,RANK_FGA,RANK_FGM,RANK_FG_PCT,RANK_FTA,RANK_FTM,RANK_FT_PCT,RANK_MIN,RANK_OREB,RANK_PTS,RANK_REB,RANK_STL,RANK_TOV,REB,SCHOOL_NAME,SEASON_ID,STL,TEAM_ABBREVIATION,TEAM_ID,TOV,Team_ID,id,full_name,first_name,last_name,is_active,PlayerID,SportsDataID,Status,TeamID,Team,Jersey,PositionCategory,Position,FirstName,LastName,Height,Weight,BirthDate,BirthCity,BirthState,BirthCountry,HighSchool,College,Salary,PhotoUrl,Experience,SportRadarPlayerID,RotoworldPlayerID,RotoWirePlayerID,FantasyAlarmPlayerID,StatsPlayerID,SportsDirectPlayerID,XmlTeamPlayerID,InjuryStatus,InjuryBodyPart,InjuryStartDate,InjuryNotes,FanDuelPlayerID,DraftKingsPlayerID,YahooPlayerID,FanDuelName,DraftKingsName,YahooName,DepthChartPosition,DepthChartOrder,GlobalTeamID,FantasyDraftName,FantasyDraftPlayerID,UsaTodayPlayerID,UsaTodayHeadshotUrl,UsaTodayHeadshotNoBackgroundUrl,UsaTodayHeadshotUpdated,UsaTodayHeadshotNoBackgroundUpdated,NbaDotComPlayerID
441,57,4.0,81.0,163,59,0.362,290,120,0.414,33,22,0.667,48,0,00,836.0,10.0,,44,25.0,1628422,321,,,,,,,,,,,,,,,,,,,,91.0,,2019-20,23.0,NYK,1610612752.0,21.0,,1628422,Damyean Dotson,Damyean,Dotson,True,20001863,,Active,6,NY,21,G,SG,Damyean,Dotson,77,210,1994-05-06T00:00:00,,,,,Houston,1618520.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001863.png,1,2226ff79-37ff-4b63-baeb-13df74890454,2833.0,4198.0,200980.0,697146,751628.0,,Scrambled,Scrambled,,Scrambled,23676,697146,5857,Damyean Dotson,Damyean Dotson,Damyean Dotson,SG,1.0,20000006,Damyean Dotson,697146,4588211.0,http://cdn.usatsimg.com/api/download/?imageID=13458741,http://cdn.usatsimg.com/api/download/?imageID=13515069,2019-10-09T17:16:12,2019-10-14T10:07:46,1628422
442,57,4.0,81.0,163,59,0.362,290,120,0.414,33,22,0.667,48,0,00,836.0,10.0,,44,25.0,1628422,321,,,,,,,,,,,,,,,,,,,,91.0,,2019-20,23.0,NYK,1610612752.0,21.0,,1628422,Damyean Dotson,Damyean,Dotson,True,20001863,,Active,6,NY,21,G,SG,Damyean,Dotson,77,210,1994-05-06T00:00:00,,,,,Houston,1618520.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001863.png,1,2226ff79-37ff-4b63-baeb-13df74890454,2833.0,4198.0,200980.0,697146,751628.0,,Scrambled,Scrambled,,Scrambled,23676,697146,5857,Damyean Dotson,Damyean Dotson,Damyean Dotson,SG,1.0,20000006,Damyean Dotson,697146,4588211.0,http://cdn.usatsimg.com/api/download/?imageID=13458741,http://cdn.usatsimg.com/api/download/?imageID=13515069,2019-10-09T17:16:12,2019-10-14T10:07:46,1628422
444,19,8.0,98.0,98,28,0.286,236,92,0.39,46,31,0.674,38,19,00,754.0,20.0,,80,19.0,1629635,243,,,,,,,,,,,,,,,,,,,,118.0,,2019-20,20.0,DET,1610612765.0,35.0,,1629635,Sekou Doumbouya,Sekou,Doumbouya,True,20002281,,Active,14,DET,45,F,PF,Sekou,Doumbouya,80,230,,,,,,,3285120.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002281.png,0,6b3a8820-815b-4a0a-9bc7-aede02d8d4ba,3136.0,4784.0,201285.0,1172131,790576.0,,Scrambled,Scrambled,,Scrambled,110639,1172131,6203,Sekou Doumbouya,Sekou Doumbouya,Sekou Doumbouya,PF,1.0,20000014,Sekou Doumbouya,1172131,4587792.0,http://cdn.usatsimg.com/api/download/?imageID=13477223,http://cdn.usatsimg.com/api/download/?imageID=13514535,2019-10-09T17:16:12,2019-10-14T09:47:56,1629635
445,19,8.0,98.0,98,28,0.286,236,92,0.39,46,31,0.674,38,19,00,754.0,20.0,,80,19.0,1629635,243,,,,,,,,,,,,,,,,,,,,118.0,,2019-20,20.0,DET,1610612765.0,35.0,,1629635,Sekou Doumbouya,Sekou,Doumbouya,True,20002281,,Active,14,DET,45,F,PF,Sekou,Doumbouya,80,230,,,,,,,3285120.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002281.png,0,6b3a8820-815b-4a0a-9bc7-aede02d8d4ba,3136.0,4784.0,201285.0,1172131,790576.0,,Scrambled,Scrambled,,Scrambled,110639,1172131,6203,Sekou Doumbouya,Sekou Doumbouya,Sekou Doumbouya,PF,1.0,20000014,Sekou Doumbouya,1172131,4587792.0,http://cdn.usatsimg.com/api/download/?imageID=13477223,http://cdn.usatsimg.com/api/download/?imageID=13514535,2019-10-09T17:16:12,2019-10-14T09:47:56,1629635
447,29,5.0,25.0,28,7,0.25,91,36,0.396,11,7,0.636,21,0,00,234.0,5.0,,27,23.0,1628408,86,,,,,,,,,,,,,,,,,,,,30.0,,2019-20,7.0,DEN,1610612743.0,11.0,,1628408,PJ Dozier,PJ,Dozier,True,20001885,,Active,20,DEN,35,G,PG,P.J.,Dozier,78,205,1996-10-25T00:00:00,,,,,South Carolina,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001885.png,1,ee06e9d2-98bf-487d-96a5-4954c25b75ef,,4127.0,201052.0,886448,767053.0,,Scrambled,Scrambled,,Scrambled,66196,886448,5886,PJ Dozier,PJ Dozier,PJ Dozier,PG,1.0,20000020,PJ Dozier,886448,4586833.0,http://cdn.usatsimg.com/api/download/?imageID=13454639,http://cdn.usatsimg.com/api/download/?imageID=13514727,2019-10-03T13:02:37,2019-10-14T09:54:01,1628408
448,29,5.0,25.0,28,7,0.25,91,36,0.396,11,7,0.636,21,0,00,234.0,5.0,,27,23.0,1628408,86,,,,,,,,,,,,,,,,,,,,30.0,,2019-20,7.0,DEN,1610612743.0,11.0,,1628408,PJ Dozier,PJ,Dozier,True,20001885,,Active,20,DEN,35,G,PG,P.J.,Dozier,78,205,1996-10-25T00:00:00,,,,,South Carolina,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001885.png,1,ee06e9d2-98bf-487d-96a5-4954c25b75ef,,4127.0,201052.0,886448,767053.0,,Scrambled,Scrambled,,Scrambled,66196,886448,5886,PJ Dozier,PJ Dozier,PJ Dozier,PG,1.0,20000020,PJ Dozier,886448,4586833.0,http://cdn.usatsimg.com/api/download/?imageID=13454639,http://cdn.usatsimg.com/api/download/?imageID=13514727,2019-10-03T13:02:37,2019-10-14T09:54:01,1628408
450,273,8.0,140.0,313,118,0.377,663,290,0.437,221,170,0.769,54,1,00,1531.0,26.0,,105,33.0,201609,868,,,,,,,,,,,,,,,,,,,,166.0,,2019-20,31.0,MIA,1610612748.0,133.0,,201609,Goran Dragic,Goran,Dragic,True,20000849,,Active,4,MIA,7,G,PG,Goran,Dragic,75,190,1986-05-06T00:00:00,Ljubljana,Yugoslavia,,,,19217900.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000849.png,10,fea7b92a-0124-4775-8747-e4828f0dab8b,1538.0,2955.0,200563.0,456456,739856.0,766.0,Scrambled,Scrambled,,Scrambled,9673,456456,4507,Goran Dragic,Goran Dragic,Goran Dragic,PG,1.0,20000004,Goran Dragic,456456,4587435.0,http://cdn.usatsimg.com/api/download/?imageID=13458742,http://cdn.usatsimg.com/api/download/?imageID=13515038,2019-10-09T17:16:12,2019-10-14T10:06:23,201609
451,273,8.0,140.0,313,118,0.377,663,290,0.437,221,170,0.769,54,1,00,1531.0,26.0,,105,33.0,201609,868,,,,,,,,,,,,,,,,,,,,166.0,,2019-20,31.0,MIA,1610612748.0,133.0,,201609,Goran Dragic,Goran,Dragic,True,20000849,,Active,4,MIA,7,G,PG,Goran,Dragic,75,190,1986-05-06T00:00:00,Ljubljana,Yugoslavia,,,,19217900.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000849.png,10,fea7b92a-0124-4775-8747-e4828f0dab8b,1538.0,2955.0,200563.0,456456,739856.0,766.0,Scrambled,Scrambled,,Scrambled,9673,456456,4507,Goran Dragic,Goran Dragic,Goran Dragic,PG,1.0,20000004,Goran Dragic,456456,4587435.0,http://cdn.usatsimg.com/api/download/?imageID=13458742,http://cdn.usatsimg.com/api/download/?imageID=13515038,2019-10-09T17:16:12,2019-10-14T10:06:23,201609
453,138,82.0,549.0,21,1,0.048,679,360,0.53,255,149,0.584,49,48,00,1654.0,226.0,,176,26.0,203083,870,,,,,,,,,,,,,,,,,,,,775.0,,2019-20,97.0,DET,1610612765.0,174.0,,203083,Andre Drummond,Andre,Drummond,True,20000810,,Active,12,CLE,3,C,C,Andre,Drummond,82,279,1993-08-10T00:00:00,Mount Vernon,New York,,,Connecticut,27093019.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000810.png,6,440b769d-2b8b-477f-80d7-cb21d83c0d52,1965.0,3300.0,200066.0,614746,750031.0,3411.0,Scrambled,Scrambled,,Scrambled,15557,614746,5015,Andre Drummond,Andre Drummond,Andre Drummond,C,0.0,20000012,Andre Drummond,614746,4587863.0,http://cdn.usatsimg.com/api/download/?imageID=13477213,http://cdn.usatsimg.com/api/download/?imageID=13514511,2019-10-09T17:16:12,2019-10-14T09:47:06,203083
454,14,11.0,65.0,14,4,0.286,105,58,0.552,39,20,0.513,8,8,00,225.0,24.0,,25,26.0,203083,140,,,,,,,,,,,,,,,,,,,,89.0,,2019-20,12.0,CLE,1610612739.0,29.0,,203083,Andre Drummond,Andre,Drummond,True,20000810,,Active,12,CLE,3,C,C,Andre,Drummond,82,279,1993-08-10T00:00:00,Mount Vernon,New York,,,Connecticut,27093019.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000810.png,6,440b769d-2b8b-477f-80d7-cb21d83c0d52,1965.0,3300.0,200066.0,614746,750031.0,3411.0,Scrambled,Scrambled,,Scrambled,15557,614746,5015,Andre Drummond,Andre Drummond,Andre Drummond,C,0.0,20000012,Andre Drummond,614746,4587863.0,http://cdn.usatsimg.com/api/download/?imageID=13477213,http://cdn.usatsimg.com/api/download/?imageID=13514511,2019-10-09T17:16:12,2019-10-14T09:47:06,203083
455,152,93.0,614.0,35,5,0.143,784,418,0.533,294,169,0.575,57,56,00,1878.0,250.0,,201,26.0,203083,1010,,,,,,,,,,,,,,,,,,,,864.0,,2019-20,109.0,TOT,0.0,203.0,,203083,Andre Drummond,Andre,Drummond,True,20000810,,Active,12,CLE,3,C,C,Andre,Drummond,82,279,1993-08-10T00:00:00,Mount Vernon,New York,,,Connecticut,27093019.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000810.png,6,440b769d-2b8b-477f-80d7-cb21d83c0d52,1965.0,3300.0,200066.0,614746,750031.0,3411.0,Scrambled,Scrambled,,Scrambled,15557,614746,5015,Andre Drummond,Andre Drummond,Andre Drummond,C,0.0,20000012,Andre Drummond,614746,4587863.0,http://cdn.usatsimg.com/api/download/?imageID=13477213,http://cdn.usatsimg.com/api/download/?imageID=13514511,2019-10-09T17:16:12,2019-10-14T09:47:06,203083
456,138,82.0,549.0,21,1,0.048,679,360,0.53,255,149,0.584,49,48,00,1654.0,226.0,,176,26.0,203083,870,,,,,,,,,,,,,,,,,,,,775.0,,2019-20,97.0,DET,1610612765.0,174.0,,203083,Andre Drummond,Andre,Drummond,True,20000810,,Active,12,CLE,3,C,C,Andre,Drummond,82,279,1993-08-10T00:00:00,Mount Vernon,New York,,,Connecticut,27093019.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000810.png,6,440b769d-2b8b-477f-80d7-cb21d83c0d52,1965.0,3300.0,200066.0,614746,750031.0,3411.0,Scrambled,Scrambled,,Scrambled,15557,614746,5015,Andre Drummond,Andre Drummond,Andre Drummond,C,0.0,20000012,Andre Drummond,614746,4587863.0,http://cdn.usatsimg.com/api/download/?imageID=13477213,http://cdn.usatsimg.com/api/download/?imageID=13514511,2019-10-09T17:16:12,2019-10-14T09:47:06,203083
457,14,11.0,65.0,14,4,0.286,105,58,0.552,39,20,0.513,8,8,00,225.0,24.0,,25,26.0,203083,140,,,,,,,,,,,,,,,,,,,,89.0,,2019-20,12.0,CLE,1610612739.0,29.0,,203083,Andre Drummond,Andre,Drummond,True,20000810,,Active,12,CLE,3,C,C,Andre,Drummond,82,279,1993-08-10T00:00:00,Mount Vernon,New York,,,Connecticut,27093019.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000810.png,6,440b769d-2b8b-477f-80d7-cb21d83c0d52,1965.0,3300.0,200066.0,614746,750031.0,3411.0,Scrambled,Scrambled,,Scrambled,15557,614746,5015,Andre Drummond,Andre Drummond,Andre Drummond,C,0.0,20000012,Andre Drummond,614746,4587863.0,http://cdn.usatsimg.com/api/download/?imageID=13477213,http://cdn.usatsimg.com/api/download/?imageID=13514511,2019-10-09T17:16:12,2019-10-14T09:47:06,203083
458,152,93.0,614.0,35,5,0.143,784,418,0.533,294,169,0.575,57,56,00,1878.0,250.0,,201,26.0,203083,1010,,,,,,,,,,,,,,,,,,,,864.0,,2019-20,109.0,TOT,0.0,203.0,,203083,Andre Drummond,Andre,Drummond,True,20000810,,Active,12,CLE,3,C,C,Andre,Drummond,82,279,1993-08-10T00:00:00,Mount Vernon,New York,,,Connecticut,27093019.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000810.png,6,440b769d-2b8b-477f-80d7-cb21d83c0d52,1965.0,3300.0,200066.0,614746,750031.0,3411.0,Scrambled,Scrambled,,Scrambled,15557,614746,5015,Andre Drummond,Andre Drummond,Andre Drummond,C,0.0,20000012,Andre Drummond,614746,4587863.0,http://cdn.usatsimg.com/api/download/?imageID=13477213,http://cdn.usatsimg.com/api/download/?imageID=13514511,2019-10-09T17:16:12,2019-10-14T09:47:06,203083
460,19,3.0,38.0,34,16,0.471,50,20,0.4,2,2,1.0,40,1,00,311.0,5.0,,36,34.0,201162,58,,,,,,,,,,,,,,,,,,,,43.0,,2019-20,12.0,LAL,1610612747.0,6.0,,201162,Jared Dudley,Jared,Dudley,True,20000505,,Active,27,LAL,10,F,SF,Jared,Dudley,78,237,1985-07-10T00:00:00,San Diego,California,,,Boston College,1620564.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000505.png,11,04856926-1edc-4375-a147-246c4d66b6bb,1402.0,2856.0,200141.0,241712,658411.0,1825.0,Scrambled,Scrambled,,Scrambled,9677,241712,4300,Jared Dudley,Jared Dudley,Jared Dudley,SF,1.0,20000027,Jared Dudley,241712,4587341.0,http://cdn.usatsimg.com/api/download/?imageID=13454453,http://cdn.usatsimg.com/api/download/?imageID=13514932,2019-10-03T12:59:28,2019-10-14T10:01:52,201162
461,19,3.0,38.0,34,16,0.471,50,20,0.4,2,2,1.0,40,1,00,311.0,5.0,,36,34.0,201162,58,,,,,,,,,,,,,,,,,,,,43.0,,2019-20,12.0,LAL,1610612747.0,6.0,,201162,Jared Dudley,Jared,Dudley,True,20000505,,Active,27,LAL,10,F,SF,Jared,Dudley,78,237,1985-07-10T00:00:00,San Diego,California,,,Boston College,1620564.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000505.png,11,04856926-1edc-4375-a147-246c4d66b6bb,1402.0,2856.0,200141.0,241712,658411.0,1825.0,Scrambled,Scrambled,,Scrambled,9677,241712,4300,Jared Dudley,Jared Dudley,Jared Dudley,SF,1.0,20000027,Jared Dudley,241712,4587341.0,http://cdn.usatsimg.com/api/download/?imageID=13454453,http://cdn.usatsimg.com/api/download/?imageID=13514932,2019-10-03T12:59:28,2019-10-14T10:01:52,201162
463,173,17.0,163.0,112,29,0.259,342,152,0.444,54,40,0.741,51,32,00,1269.0,23.0,,158,25.0,1627739,373,,,,,,,,,,,,,,,,,,,,186.0,,2019-20,101.0,CHI,1610612741.0,68.0,,1627739,Kris Dunn,Kris,Dunn,True,20001670,,Active,11,CHI,32,G,PG,Kris,Dunn,75,205,1994-03-18T00:00:00,New London,Connecticut,,,Providence,5348007.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001670.png,2,56c796d6-74d3-4881-9166-7f528e2b67f6,2621.0,3854.0,200766.0,698968,751557.0,,Scrambled,Scrambled,2020-03-03T00:00:00,Scrambled,23802,698968,5636,Kris Dunn,Kris Dunn,Kris Dunn,,,20000011,Kris Dunn,698968,4587973.0,http://cdn.usatsimg.com/api/download/?imageID=13477337,http://cdn.usatsimg.com/api/download/?imageID=13514726,2019-10-09T17:16:12,2019-10-14T09:53:59,1627739
464,173,17.0,163.0,112,29,0.259,342,152,0.444,54,40,0.741,51,32,00,1269.0,23.0,,158,25.0,1627739,373,,,,,,,,,,,,,,,,,,,,186.0,,2019-20,101.0,CHI,1610612741.0,68.0,,1627739,Kris Dunn,Kris,Dunn,True,20001670,,Active,11,CHI,32,G,PG,Kris,Dunn,75,205,1994-03-18T00:00:00,New London,Connecticut,,,Providence,5348007.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001670.png,2,56c796d6-74d3-4881-9166-7f528e2b67f6,2621.0,3854.0,200766.0,698968,751557.0,,Scrambled,Scrambled,2020-03-03T00:00:00,Scrambled,23802,698968,5636,Kris Dunn,Kris Dunn,Kris Dunn,,,20000011,Kris Dunn,698968,4587973.0,http://cdn.usatsimg.com/api/download/?imageID=13477337,http://cdn.usatsimg.com/api/download/?imageID=13514726,2019-10-09T17:16:12,2019-10-14T09:53:59,1627739
466,22,3.0,37.0,68,21,0.309,113,37,0.327,13,11,0.846,35,0,00,316.0,6.0,,33,22.0,1629035,106,,,,,,,,,,,,,,,,,,,,43.0,,2019-20,10.0,BOS,1610612738.0,15.0,,1629035,Carsen Edwards,Carsen,Edwards,True,20002293,,Active,9,BOS,4,G,PG,Carsen,Edwards,71,200,,,,,,Purdue,1228026.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002293.png,0,d1340a44-b873-425e-a1c6-2545a0ef8398,3149.0,4764.0,201232.0,945110,775020.0,,Scrambled,Scrambled,,Scrambled,110332,945110,6221,Carsen Edwards,Carsen Edwards,Carsen Edwards,,,20000009,Carsen Edwards,945110,4588339.0,http://cdn.usatsimg.com/api/download/?imageID=13934770,http://cdn.usatsimg.com/api/download/?imageID=13934772,2020-01-20T10:18:44,2020-01-20T10:22:46,1629035
467,22,3.0,37.0,68,21,0.309,113,37,0.327,13,11,0.846,35,0,00,316.0,6.0,,33,22.0,1629035,106,,,,,,,,,,,,,,,,,,,,43.0,,2019-20,10.0,BOS,1610612738.0,15.0,,1629035,Carsen Edwards,Carsen,Edwards,True,20002293,,Active,9,BOS,4,G,PG,Carsen,Edwards,71,200,,,,,,Purdue,1228026.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20002293.png,0,d1340a44-b873-425e-a1c6-2545a0ef8398,3149.0,4764.0,201232.0,945110,775020.0,,Scrambled,Scrambled,,Scrambled,110332,945110,6221,Carsen Edwards,Carsen Edwards,Carsen Edwards,,,20000009,Carsen Edwards,945110,4588339.0,http://cdn.usatsimg.com/api/download/?imageID=13934770,http://cdn.usatsimg.com/api/download/?imageID=13934772,2020-01-20T10:18:44,2020-01-20T10:22:46,1629035
469,44,4.0,61.0,143,50,0.35,174,61,0.351,13,11,0.846,36,1,00,558.0,4.0,,41,32.0,201961,183,,,,,,,,,,,,,,,,,,,,65.0,,2019-20,13.0,NYK,1610612752.0,18.0,,201961,Wayne Ellington,Wayne,Ellington,True,20000712,,Active,6,NY,2,G,SG,Wayne,Ellington,76,207,1987-11-29T00:00:00,Wynnewood,Pennsylvania,,,North Carolina,8000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000712.png,9,47e00cc4-53ca-453b-993a-0f58279e2a94,1487.0,3015.0,200394.0,329670,732730.0,1372.0,Scrambled,Scrambled,,Scrambled,9956,329670,4633,Wayne Ellington,Wayne Ellington,Wayne Ellington,SG,1.0,20000006,Wayne Ellington,329670,4588214.0,http://cdn.usatsimg.com/api/download/?imageID=13458729,http://cdn.usatsimg.com/api/download/?imageID=13514658,2019-10-09T17:16:12,2019-10-14T09:51:53,201961
470,44,4.0,61.0,143,50,0.35,174,61,0.351,13,11,0.846,36,1,00,558.0,4.0,,41,32.0,201961,183,,,,,,,,,,,,,,,,,,,,65.0,,2019-20,13.0,NYK,1610612752.0,18.0,,201961,Wayne Ellington,Wayne,Ellington,True,20000712,,Active,6,NY,2,G,SG,Wayne,Ellington,76,207,1987-11-29T00:00:00,Wynnewood,Pennsylvania,,,North Carolina,8000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000712.png,9,47e00cc4-53ca-453b-993a-0f58279e2a94,1487.0,3015.0,200394.0,329670,732730.0,1372.0,Scrambled,Scrambled,,Scrambled,9956,329670,4633,Wayne Ellington,Wayne Ellington,Wayne Ellington,SG,1.0,20000006,Wayne Ellington,329670,4588214.0,http://cdn.usatsimg.com/api/download/?imageID=13458729,http://cdn.usatsimg.com/api/download/?imageID=13514658,2019-10-09T17:16:12,2019-10-14T09:51:53,201961
472,137,58.0,398.0,161,56,0.348,701,332,0.474,382,311,0.814,44,44,00,1329.0,122.0,,151,25.0,203954,1031,,,,,,,,,,,,,,,,,,,,520.0,,2019-20,38.0,PHI,1610612755.0,135.0,,203954,Joel Embiid,Joel,Embiid,True,20000726,,Active,7,PHI,21,C,C,Joel,Embiid,84,280,1994-03-16T00:00:00,Yaounde,Cameroon,,,Kansas,27504630.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000726.png,2,bf9ad0fd-0cb8-4360-8970-5f1b5cf3fa8d,2288.0,3572.0,200104.0,794508,755796.0,3726.0,Scrambled,Scrambled,,Scrambled,49111,794508,5294,Joel Embiid,Joel Embiid,Joel Embiid,C,0.0,20000007,Joel Embiid,794508,4588282.0,http://cdn.usatsimg.com/api/download/?imageID=13458700,http://cdn.usatsimg.com/api/download/?imageID=13515055,2019-10-09T17:16:12,2019-10-14T10:07:12,203954
473,137,58.0,398.0,161,56,0.348,701,332,0.474,382,311,0.814,44,44,00,1329.0,122.0,,151,25.0,203954,1031,,,,,,,,,,,,,,,,,,,,520.0,,2019-20,38.0,PHI,1610612755.0,135.0,,203954,Joel Embiid,Joel,Embiid,True,20000726,,Active,7,PHI,21,C,C,Joel,Embiid,84,280,1994-03-16T00:00:00,Yaounde,Cameroon,,,Kansas,27504630.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000726.png,2,bf9ad0fd-0cb8-4360-8970-5f1b5cf3fa8d,2288.0,3572.0,200104.0,794508,755796.0,3726.0,Scrambled,Scrambled,,Scrambled,49111,794508,5294,Joel Embiid,Joel Embiid,Joel Embiid,C,0.0,20000007,Joel Embiid,794508,4588282.0,http://cdn.usatsimg.com/api/download/?imageID=13458700,http://cdn.usatsimg.com/api/download/?imageID=13515055,2019-10-09T17:16:12,2019-10-14T10:07:12,203954
474,1,0.0,8.0,2,0,0.0,13,8,0.615,8,6,0.75,1,1,00,29.0,2.0,,3,25.0,203954,22,,,,,,,,,,,,,,,,,,,,10.0,,2019-20,0.0,GNS,1610616833.0,2.0,,203954,Joel Embiid,Joel,Embiid,True,20000726,,Active,7,PHI,21,C,C,Joel,Embiid,84,280,1994-03-16T00:00:00,Yaounde,Cameroon,,,Kansas,27504630.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000726.png,2,bf9ad0fd-0cb8-4360-8970-5f1b5cf3fa8d,2288.0,3572.0,200104.0,794508,755796.0,3726.0,Scrambled,Scrambled,,Scrambled,49111,794508,5294,Joel Embiid,Joel Embiid,Joel Embiid,C,0.0,20000007,Joel Embiid,794508,4588282.0,http://cdn.usatsimg.com/api/download/?imageID=13458700,http://cdn.usatsimg.com/api/download/?imageID=13515055,2019-10-09T17:16:12,2019-10-14T10:07:12,203954
476,41,14.0,102.0,106,37,0.349,226,100,0.442,61,48,0.787,49,0,00,776.0,48.0,,85,29.0,203516,285,,,,,,,,,,,,,,,,,,,,150.0,,2019-20,23.0,PHI,1610612755.0,31.0,,203516,James Ennis III,James,Ennis III,True,20000776,,Active,5,ORL,11,F,SF,James,Ennis,78,215,1990-07-01T00:00:00,Ventura,California,,,Long Beach State,1882867.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000776.png,4,4cbe58e4-5e4b-46b0-9f7b-6cf18ad002c6,2206.0,3481.0,200167.0,602135,749507.0,3572.0,Scrambled,Scrambled,,Scrambled,17491,602135,5220,James Ennis,James Ennis III,James Ennis III,SF,1.0,20000005,James Ennis III,602135,4587657.0,http://cdn.usatsimg.com/api/download/?imageID=13458686,http://cdn.usatsimg.com/api/download/?imageID=13514940,2019-10-09T17:16:12,2019-10-14T10:02:15,203516
477,13,6.0,36.0,33,10,0.303,68,28,0.412,17,15,0.882,12,10,00,277.0,13.0,,24,29.0,203516,81,,,,,,,,,,,,,,,,,,,,49.0,,2019-20,6.0,ORL,1610612753.0,12.0,,203516,James Ennis III,James,Ennis III,True,20000776,,Active,5,ORL,11,F,SF,James,Ennis,78,215,1990-07-01T00:00:00,Ventura,California,,,Long Beach State,1882867.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000776.png,4,4cbe58e4-5e4b-46b0-9f7b-6cf18ad002c6,2206.0,3481.0,200167.0,602135,749507.0,3572.0,Scrambled,Scrambled,,Scrambled,17491,602135,5220,James Ennis,James Ennis III,James Ennis III,SF,1.0,20000005,James Ennis III,602135,4587657.0,http://cdn.usatsimg.com/api/download/?imageID=13458686,http://cdn.usatsimg.com/api/download/?imageID=13514940,2019-10-09T17:16:12,2019-10-14T10:02:15,203516
478,54,20.0,138.0,139,47,0.338,294,128,0.435,78,63,0.808,61,10,00,1054.0,61.0,,109,29.0,203516,366,,,,,,,,,,,,,,,,,,,,199.0,,2019-20,29.0,TOT,0.0,43.0,,203516,James Ennis III,James,Ennis III,True,20000776,,Active,5,ORL,11,F,SF,James,Ennis,78,215,1990-07-01T00:00:00,Ventura,California,,,Long Beach State,1882867.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000776.png,4,4cbe58e4-5e4b-46b0-9f7b-6cf18ad002c6,2206.0,3481.0,200167.0,602135,749507.0,3572.0,Scrambled,Scrambled,,Scrambled,17491,602135,5220,James Ennis,James Ennis III,James Ennis III,SF,1.0,20000005,James Ennis III,602135,4587657.0,http://cdn.usatsimg.com/api/download/?imageID=13458686,http://cdn.usatsimg.com/api/download/?imageID=13514940,2019-10-09T17:16:12,2019-10-14T10:02:15,203516
